"hco_id","star_hco_id","hco_name","hco_desc","hco_type_name","cnty_name","adrs_line_1","adrs_line_2","stts_ind","sub_clsfctn_name","clsfctn_name","cnt_bed","cnt_lcnsd_asst_dctr","createduser","createddate","modifieduser","modifieddate","isdeleted","versionnumber","hco_stts_name","merged_date","city_name","frmt_adrs","rcrd_state_name","hco_englsh_name","hco_cd","hco_type_cd","cnty_cd","city_cd","phone_1","phone_2","url","pstl","hco_stts_cd","merged_to","vn_entity_id","adrs_status","sub_clsfctn_cd","clsfctn_cd","parent_hco_v_id","rcrd_state_cd","prvnc_cd","prvnc_name"
1063783,NULL,"南京浦镇车辆厂医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",152,36,"Veeva Init","2015-01-16 18:54:18","Veeva Update","2021-08-11 09:50:26",False,NULL,"有效",NULL,NULL,"025-85847629","有效","Nan Jing Pu Zhen Che Liang Chang Yi Yuan","CN-1063783HCO","1_22",NULL,NULL,"025-85847629",NULL,NULL,NULL,"A","","347525261572543489","I","H675","C016",NULL,"VALID","CN-JS","江苏省"
1064372,NULL,"张家港市博爱医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"一级综合医院","医院",150,NULL,"Veeva Init","2015-01-16 18:53:51","Veeva Update","2021-08-11 09:53:59",False,NULL,"有效",NULL,NULL,"0512-58730610","有效","Zhang Jia Gang Shi Bo Ai Yi Yuan","CN-1064372HCO","1_22",NULL,NULL,"0512-58730610","0512-58730611",NULL,NULL,"A","","347525940227707905","I","H674","C016",NULL,"VALID","CN-JS","江苏省"
1063911,NULL,"无锡市惠山区前洲镇卫生院",NULL,"基层医疗卫生机构_乡镇卫生院",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:56:46","Veeva Update","2021-05-19 07:03:09",False,NULL,"有效",NULL,NULL,"0510-83390023","有效","Wu Xi Shi Hui Shan Qu Qian Zhou Zhen Wei Sheng Yuan","CN-1063911HCO","3_3",NULL,NULL,"0510-68759378",NULL,NULL,NULL,"A","","347525180152714241","I","H441","C016",NULL,"VALID","CN-JS","江苏省"
1068585,NULL,"福州市晋安区医院","晋安区医院","医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",142,107,"Veeva Init","2015-01-16 18:57:33","Veeva Update","2021-08-19 07:01:59",False,NULL,"有效",NULL,NULL,"0591-3660045","有效","Fu Zhou Shi Jin An Qu Yi Yuan","CN-1068585HCO","1_22",NULL,NULL,"0591-83660045","0591-83678190",NULL,NULL,"A","","347525139149198337","I","H675","C016",NULL,"VALID","CN-FJ","福建省"
1068604,NULL,"广州医药有限公司医疗室",NULL,"基层医疗卫生机构_诊所（医务室）",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:56:47","Veeva Update","2021-08-11 09:55:19",False,NULL,"有效",NULL,NULL,"020-81942612","有效","Guang Zhou Yi Yao You Xian Gong Si Yi Liao Shi","CN-1068604HCO","3_4",NULL,NULL,"020-81942612","020-81727966",NULL,NULL,"A","","347531104447730695","I","H441","C016",NULL,"VALID","CN-GD","广东省"
1068650,NULL,"茂名市人民医院","广州银行医院","医院_综合医院",NULL,NULL,NULL,1,"三级综合医院","医院",2000,307,"Veeva Init","2015-01-16 18:57:56","Veeva Update","2021-08-31 07:02:14",False,NULL,"有效",NULL,NULL,"0668-2922577 ","有效","Mao Ming Shi Ren Min Yi Yuan","CN-1068650HCO","1_22",NULL,NULL,"0668-2922577",NULL,"http://rmyy.maoming.gov.cn/",NULL,"A","","347525176637887489","I","H676","C016",NULL,"VALID","CN-GD","广东省"
1063963,NULL,"江苏省无锡工人太湖疗养院","江苏省无锡市工人太湖疗养院","医院_康复医院",NULL,NULL,NULL,1,"未知","医院",330,17,"Veeva Init","2015-01-16 18:57:49","Veeva Update","2021-09-02 07:02:02",False,NULL,"有效",NULL,NULL,"0510-85031948","有效","Jiang Su Sheng Wu Xi Gong Ren Tai Hu Liao Yang Yuan","CN-1063963HCO","1_8",NULL,NULL,"0510-85031948",NULL,NULL,NULL,"A","","347525447799641088","I","H441","C016",NULL,"VALID","CN-JS","江苏省"
1063967,NULL,"江阴市人民医院","东南大学医学院附属医院","医院_综合医院",NULL,NULL,NULL,1,"三级综合医院","医院",2158,520,"Veeva Init","2015-01-16 18:56:20","Veeva Update","2021-08-31 07:02:04",False,NULL,"有效",NULL,NULL,"0510-86266235","有效","Jiang Yin Shi Ren Min Yi Yuan","CN-1063967HCO","1_22",NULL,NULL,"0510-86879000",NULL,"http://www.jyrmyy.com/",NULL,"A","","347524551418156032","I","H676","C016",NULL,"VALID","CN-JS","江苏省"
1064262,NULL,"张家港香山医院","江苏省苏州市张家港市香山医院","医院_综合医院",NULL,NULL,NULL,1,"一级综合医院","医院",NULL,NULL,"Veeva Init","2015-01-16 18:55:48","Veeva Update","2020-12-17 11:08:18",False,NULL,"有效",NULL,NULL,"0512-58390344","有效","Zhang Jia Gang Xiang Shan Yi Yuan","CN-1064262HCO","1_22",NULL,NULL,"0512-58390344",NULL,"http://www.zjgsxsyy.com/",NULL,"A","","347529275286590467","I","H674","C016",NULL,"VALID","CN-JS","江苏省"
1069011,NULL,"宁波市镇海区炼化医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",110,62,"Veeva Init","2015-01-16 18:57:54","Veeva Update","2021-08-31 07:02:04",False,NULL,"有效",NULL,NULL,"0574-86444031","有效","Ning Bo Shi Zhen Hai Qu Lian Hua Yi Yuan","CN-1069011HCO","1_22",NULL,NULL,"0574-86464237","0574-86362256",NULL,NULL,"A","","347534165828277262","I","H675","C016",NULL,"VALID","CN-ZJ","浙江省"
1069068,NULL,"中国人民武装警察部队海警总队医院","武警浙江省总队医院","医院_综合医院",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:53:57","Veeva Update","2021-09-02 07:02:06",False,NULL,"有效",NULL,NULL,"0573-82852851","有效","Zhong Guo Ren Min Wu Zhuang Jing Cha Bu Dui Hai Jing Zong Dui Yi Yuan","CN-1069068HCO","1_22",NULL,NULL,"0573-82852851",NULL,NULL,NULL,"A","","347525235265868801","I","H441","C016",NULL,"VALID","CN-ZJ","浙江省"
1069223,NULL,"苏州市精神病福利院","苏州市民康医院","医院_精神病医院",NULL,NULL,NULL,1,"未知","医院",385,26,"Veeva Init","2016-03-20 05:52:32","Veeva Update","2021-08-24 07:02:20",False,NULL,"有效",NULL,NULL,"0512-67232450","有效","Su Zhou Shi Jing Shen Bing Fu Li Yuan","CN-1069223HCO","1_7",NULL,NULL,"0512-67232450","0512-67232201",NULL,NULL,"A","","347528880166376453","I","H441","C016",NULL,"VALID","CN-JS","江苏省"
1069237,NULL,"青岛爱鑫桥医院","市北区敦化路街道福彩鑫桥社区卫生服务站","医院_综合医院",NULL,NULL,NULL,1,"一级综合医院","医院",25,8,"Veeva Init","2016-03-20 05:55:40","Veeva Update","2021-05-22 07:02:47",False,NULL,"有效",NULL,NULL,"0532-85080312","有效","Qing Dao Ai Xin Qiao Yi Yuan","CN-1069237HCO","1_22",NULL,NULL,"0532-85080312",NULL,NULL,NULL,"A","","347527763508433926","I","H674","C016",NULL,"VALID","CN-SD","山东省"
1069260,NULL,"八大湖街道泰州路社区卫生服务中心",NULL,"基层医疗卫生机构_社区卫生服务中心（站）",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:54:54","Veeva Update","2021-08-11 09:48:01",False,NULL,"有效",NULL,NULL,"0532-82106161","有效","Ba Da Hu Jie Dao Tai Zhou Lu She Qu Wei Sheng Fu Wu Zhong Xin","CN-1069260HCO","3_2",NULL,NULL,"0532-82106161",NULL,NULL,NULL,"A","","347533782997373956","I","H441","C016",NULL,"VALID","CN-SD","山东省"
1069329,NULL,"威海高区利民医院有限公司","山东省威海市金海湾医院","医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",300,NULL,"Veeva Init","2015-01-16 18:54:37","Veeva Update","2021-08-11 09:48:01",False,NULL,"有效",NULL,NULL,"0631-5695696","有效","Wei Hai Gao Qu Li Min Yi Yuan You Xian Gong Si","CN-1069329HCO","1_22",NULL,NULL,"0631-5627017",NULL,"http://www.wellyhospital.com/",NULL,"A","","347525155045610497","I","H675","C016",NULL,"VALID","CN-SD","山东省"
1069431,NULL,"邵阳医学高等专科学校附属医院","邵阳医专附属医院(原:即阳卫校附属医院)","医院_综合医院",NULL,NULL,NULL,1,"未知","医院",712,NULL,"Veeva Init","2015-01-16 18:57:04","Veeva Update","2021-08-31 07:02:07",False,NULL,"有效",NULL,NULL,"0739-5320891","有效","Shao Yang Yi Xue Gao Deng Zhuan Ke Xue Xiao Fu Shu Yi Yuan","CN-1069431HCO","1_22",NULL,NULL,"0739-5321193",NULL,"http://yizhuan.ecaihr.com/",NULL,"A","","347525203615650816","I","H441","C016",NULL,"VALID","CN-HN","海南省"
1069521,NULL,"福建省宁德市霞浦县精神病医院","霞浦县精神病院","医院_综合医院",NULL,NULL,NULL,1,"一级综合医院","医院",500,NULL,"Veeva Init","2015-01-16 18:56:37","Veeva Update","2021-08-24 07:02:20",False,NULL,"有效",NULL,NULL,"0593-8735345","有效","Fu Jian Sheng Ning De Shi Xia Pu Xian Jing Shen Bing Yi Yuan","CN-1069521HCO","1_22",NULL,NULL,"0593-8771222",NULL,NULL,NULL,"A","","347530029967709193","I","H674","C016",NULL,"VALID","CN-FJ","福建省"
1064315,NULL,"苏州市中西医结合医院","苏州市木渎人民医院","医院_中西医结合医院",NULL,NULL,NULL,1,"未知","医院",350,170,"Veeva Init","2015-01-16 18:57:09","Veeva Update","2021-08-31 07:02:14",False,NULL,"有效",NULL,NULL,"0512-66262313","有效","Su Zhou Shi Zhong Xi Yi Jie He Yi Yuan","CN-1064315HCO","1_19",NULL,NULL,"0512-66264926","0512-66261313","http://www.mdrmyy.com/",NULL,"A","","347525236398330881","I","H441","C016",NULL,"VALID","CN-JS","江苏省"
1069576,NULL,"绍兴市上虞区道墟镇卫生院","绍兴市上虞区道墟镇社区卫生服务中心","基层医疗卫生机构_乡镇卫生院",NULL,NULL,NULL,1,"未知","医院",40,NULL,"Veeva Init","2015-01-16 18:54:17","Veeva Update","2020-05-09 07:01:54",False,NULL,"有效",NULL,NULL,"0575-82045024","有效","Shao Xing Shi Shang Yu Qu Dao Xu Zhen Wei Sheng Yuan","CN-1069576HCO","3_3",NULL,NULL,"0575-82045024",NULL,NULL,NULL,"A","","347525461137527809","I","H441","C016",NULL,"VALID","CN-ZJ","浙江省"
1064336,NULL,"江苏苏州相城区黄桥医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"一级综合医院","医院",NULL,NULL,"Veeva Init","2015-01-16 18:57:36","Veeva Update","2021-02-15 07:01:47",False,NULL,"有效",NULL,NULL,"0512-65461019*8000","有效","Jiang Su Su Zhou Xiang Cheng Qu Huang Qiao Yi Yuan","CN-1064336HCO","1_22",NULL,NULL,NULL,NULL,NULL,NULL,"A","","347529400805331970","I","H674","C016",NULL,"VALID","CN-JS","江苏省"
1064482,NULL,"淮安市楚州中医院","淮安卫校","医院_中医医院",NULL,NULL,NULL,1,"未知","医院",126,58,"Veeva Init","2015-01-16 18:55:37","Veeva Update","2021-08-20 07:02:18",False,NULL,"有效",NULL,NULL,"0517-5912746","有效","Huai An Shi Chu Zhou Zhong Yi Yuan","CN-1064482HCO","1_20",NULL,NULL,"0517-59127460",NULL,NULL,NULL,"A","","347525265993339904","I","H441","C016",NULL,"VALID","CN-JS","江苏省"
1069844,NULL,"晋安区王庄街道五里亭社区卫生服务站","福州市晋安区王庄街道五里亭社区卫生服务站","基层医疗卫生机构_社区卫生服务中心（站）",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2016-03-20 05:54:58","Veeva Update","2021-08-21 07:02:34",False,NULL,"有效",NULL,NULL,"0591-28918799","有效","Jin An Qu Wang Zhuang Jie Dao Wu Li Ting She Qu Wei Sheng Fu Wu Zhan","CN-1069844HCO","3_2",NULL,NULL,"0591-28918799",NULL,NULL,NULL,"A","","347525882522473472","I","H441","C016",NULL,"VALID","CN-FJ","福建省"
1069939,NULL,"深圳市宝安区光明医院","深圳市光明新区妇幼保健院","医院_综合医院",NULL,NULL,NULL,0,"未知","医院",600,100,"Veeva Init","2015-01-16 18:57:32","Veeva Update","2021-05-19 07:03:14",False,NULL,"不活动","2016-06-04 08:00:00",NULL,"0755-61768010","已合并至其他记录","Shen Zhen Shi Bao An Qu Guang Ming Yi Yuan","CN-1069939HCO","1_22",NULL,NULL,"0755-27400677","0755-27400061","http://www.szgmyy.com/",NULL,"I","867097984087622659","347525336256320513","I","H441","C016",NULL,"MERGED_INTO","CN-GD","广东省"
1064505,NULL,"金湖县人民医院",NULL,"医院_康复医院",NULL,NULL,NULL,1,"未知","医院",252,106,"Veeva Init","2015-01-16 18:56:27","Veeva Update","2021-08-31 07:02:14",False,NULL,"有效",NULL,NULL,"0517-6882603","有效","Jin Hu Xian Ren Min Yi Yuan","CN-1064505HCO","1_8",NULL,NULL,"0517-86882603",NULL,NULL,NULL,"A","","347525165883692032","I","H441","C016",NULL,"VALID","CN-JS","江苏省"
1070071,NULL,"抚州市职工医疗保险门诊部",NULL,"基层医疗卫生机构_诊所（医务室）",NULL,NULL,NULL,0,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:55:59","Veeva Update","2021-05-19 07:03:14",False,NULL,"不活动","2018-04-20 08:00:00",NULL,"13707048955","已合并至其他记录","Fu Zhou Shi Zhi Gong Yi Liao Bao Xian Men Zhen Bu","CN-1070071HCO","3_4",NULL,NULL,"0794-8222323",NULL,NULL,NULL,"I","929458602582016036","347525594273125377","I","H441","C016",NULL,"MERGED_INTO","CN-JX","江西省"
1064561,NULL,"扬州市第二人民医院","扬州市惠民医院","医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",262,46,"Veeva Init","2015-01-16 18:58:13","Veeva Update","2021-08-31 07:02:09",False,NULL,"有效",NULL,NULL,"0514-87617464","有效","Yang Zhou Shi Di Er Ren Min Yi Yuan","CN-1064561HCO","1_22",NULL,NULL,"0514-87617464",NULL,"http://www.yzhmyy.com/",NULL,"A","","347525296427209728","I","H675","C016",NULL,"VALID","CN-JS","江苏省"
1070153,NULL,"天河长兴人民医院","广州市天河长兴人民医院","医院_综合医院",NULL,NULL,NULL,1,"未知","医院",60,26,"Veeva Init","2016-03-20 05:54:23","Veeva Update","2021-09-03 07:02:03",False,NULL,"有效",NULL,NULL,"020-37211923","有效","Tian He Zhang Xing Ren Min Yi Yuan","CN-1070153HCO","1_22",NULL,NULL,"020-37211663",NULL,NULL,NULL,"A","","347525568536876032","I","H441","C016",NULL,"VALID","CN-GD","广东省"
1070237,NULL,"张家口市下花园煤矿医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",160,36,"Veeva Init","2015-01-16 18:53:45","Veeva Update","2021-08-11 09:55:40",False,NULL,"有效",NULL,NULL,"0313-5052881","有效","Zhang Jia Kou Shi Xia Hua Yuan Mei Kuang Yi Yuan","CN-1070237HCO","1_22",NULL,NULL,"0313-5052881",NULL,NULL,NULL,"A","","347525139971281920","I","H675","C016",NULL,"VALID","CN-HE",NULL
1065476,NULL,"德驭医疗马鞍山总医院","马鞍山马钢职工医院","医院_综合医院",NULL,NULL,NULL,1,"三级综合医院","医院",1200,478,"Veeva Init","2015-01-16 18:57:21","Veeva Update","2021-08-31 07:02:07",False,NULL,"有效",NULL,NULL,"0555-2881122","有效","De Yu Yi Liao Ma An Shan Zong Yi Yuan","CN-1065476HCO","1_22",NULL,NULL,"0555-2886232","0555-2882777","http://www.masszxyy.com/",NULL,"A","","347525171436950529","I","H676","C016",NULL,"VALID","CN-AH","安徽省"
1070256,NULL,"西南计算机有限责任公司职工医院",NULL,"医院_综合医院",NULL,NULL,NULL,0,"一级综合医院","医院",100,34,"Veeva Init","2015-01-16 18:57:01","Veeva Update","2020-06-09 07:07:13",False,NULL,"不活动","2017-09-24 08:00:00",NULL,"023-62928330","已合并至其他记录","Xi Nan Ji Suan Ji You Xian Ze Ren Gong Si Zhi Gong Yi Yuan","CN-1070256HCO","1_22",NULL,NULL,"023-62928330",NULL,NULL,NULL,"I","929774325578596383","347525297660335104","I","H674","C016",NULL,"MERGED_INTO","CN-CQ","重庆"
1070273,NULL,"许昌市人民医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"未知","医院",299,129,"Veeva Init","2015-01-16 18:58:23","Veeva Update","2021-08-31 07:02:04",False,NULL,"有效",NULL,NULL,"0374-4364142","有效","Xu Chang Shi Ren Min Yi Yuan","CN-1070273HCO","1_22",NULL,NULL,"0374-2558866","0374-4361385","https://www.xcsrmyy.com/index.php",NULL,"A","","347525142244594688","I","H441","C016",NULL,"VALID","CN-HA",NULL
1064681,NULL,"宿迁市中医院","宿豫县中医院","医院_中医医院",NULL,NULL,NULL,1,"未知","医院",330,61,"Veeva Init","2015-01-16 18:57:57","Veeva Update","2021-08-31 07:02:04",False,NULL,"有效",NULL,NULL,"0527-84480999","有效","Su Qian Shi Zhong Yi Yuan","CN-1064681HCO","1_20",NULL,NULL,"0527-84480999",NULL,"http://www.sqszyy.com/",NULL,"A","","347525158627546113","I","H441","C016",NULL,"VALID","CN-JS","江苏省"
1070419,NULL,"梨洲街道社区卫生服务中心",NULL,"基层医疗卫生机构_社区卫生服务中心（站）",NULL,NULL,NULL,1,"未知","医院",30,36,"Veeva Init","2015-01-16 18:57:49","Veeva Update","2021-08-11 09:47:07",False,NULL,"有效",NULL,NULL,"0574-62578026","有效","Li Zhou Jie Dao She Qu Wei Sheng Fu Wu Zhong Xin","CN-1070419HCO","3_2",NULL,NULL,"0574-62578026",NULL,NULL,NULL,"A","","347525289540162560","I","H441","C016",NULL,"VALID","CN-ZJ","浙江省"
1064710,NULL,"浙江省杭州市上城区中医院","上城区中医院","医院_中医医院",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2015-01-16 18:56:49","Veeva Update","2021-09-02 07:01:56",False,NULL,"有效",NULL,NULL,"0571-87021506","有效","Zhe Jiang Sheng Hang Zhou Shi Shang Cheng Qu Zhong Yi Yuan","CN-1064710HCO","1_20",NULL,NULL,"0571-86560696","0571-87026965",NULL,NULL,"A","","347525802352546816","I","H441","C016",NULL,"VALID","CN-ZJ","浙江省"
1070603,NULL,"盐城博爱康复医院","盐城博爱门诊部","医院_康复医院",NULL,NULL,NULL,1,"未知","医院",40,5,"Veeva Init","2016-03-20 05:55:29","Veeva Update","2020-08-13 07:01:55",False,NULL,"有效",NULL,NULL,"0515-88239999","有效","Yan Cheng Bo Ai Kang Fu Yi Yuan","CN-1070603HCO","1_8",NULL,NULL,"0515-88239999",NULL,NULL,NULL,"A","","347525799550751744","I","H441","C016",NULL,"VALID","CN-JS","江苏省"
1065055,NULL,"温州康宁医院","温州市康宁精神康复医院","医院_综合医院",NULL,NULL,NULL,1,"三级综合医院","医院",460,66,"Veeva Init","2015-01-16 18:57:09","Veeva Update","2021-08-17 07:01:53",False,NULL,"有效",NULL,NULL,"0577-88785030","有效","Wen Zhou Kang Ning Yi Yuan","CN-1065055HCO","1_22",NULL,NULL,"0577-88785030","0577-88789117","http://www.kn120.com/",NULL,"A","","347525170983965696","I","H676","C016",NULL,"VALID","CN-ZJ","浙江省"
1070679,NULL,"金华市婺城区人民医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"二级综合医院","医院",250,NULL,"Veeva Init","2015-06-03 00:40:02","Veeva Update","2020-08-13 07:01:39",False,NULL,"有效",NULL,NULL,"0579-82219183","有效","Jin Hua Shi Wu Cheng Qu Ren Min Yi Yuan","CN-1070679HCO","1_22",NULL,NULL,"0579-82219183",NULL,NULL,NULL,"A","","347525180949632001","I","H675","C016",NULL,"VALID","CN-ZJ","浙江省"
1070728,NULL,"福建省三明市梅列区列东街道社区卫生服务中心",NULL,"基层医疗卫生机构_社区卫生服务中心（站）",NULL,NULL,NULL,1,"未知","医院",NULL,NULL,"Veeva Init","2016-03-20 05:53:50","Veeva Update","2020-10-30 07:01:46",False,NULL,"有效",NULL,NULL,"0598-5172737","有效","Fu Jian Sheng San Ming Shi Mei Lie Qu Lie Dong Jie Dao She Qu Wei Sheng Fu Wu Zhong Xin","CN-1070728HCO","3_2",NULL,NULL,"0598-8223475",NULL,NULL,NULL,"A","","347525425083290625","I","H441","C016",NULL,"VALID","CN-FJ","福建省"
1073987,NULL,"北京体育大学医院",NULL,"医院_综合医院",NULL,NULL,NULL,1,"一级综合医院","医院",0,15,"Veeva Init","2016-03-20 05:56:02","Veeva Update","2020-08-04 07:01:55",False,NULL,"有效",NULL,NULL,"010-60256233","有效","Bei Jing Ti Yu Da Xue Yi Yuan","CN-1073987HCO","1_22",NULL,NULL,"010-62989470","010-82099000","http://xyy.bsu.edu.cn/index.htm",NULL,"A","","347525659779765248","I","H674","C016",NULL,"VALID","CN-BJ","北京"
1060684,NULL,"上海市黄浦区香山中医医院","卢湾区香山中医医院","医院_中医医院",NULL,NULL,NULL,1,"未知","医院",90,73,"Veeva Init","2015-01-16 18:54:21","Veeva Update","2021-08-18 07:02:28",False,NULL,"有效",NULL,NULL,"021-53061730","有效","Shang Hai Shi Huang Pu Qu Xiang Shan Zhong Yi Yi Yuan","CN-1060684HCO","1_20",NULL,NULL,"021-53061730",NULL,"http://www.xstcmh.com/",NULL,"A","","347525173173392385","I","H441","C016",NULL,"VALID","CN-SH","上海"
